symbol,recommended_tier,in_core25_pinned,in_scanner_24h,latest_status,seen_delisted,latest_is_delisted_at_asof,statuses,listed_at,delisted_at,first_seen_ts,last_seen_ts,alive_from,alive_to,alive_days_in_18mo_window,turnover_24h,last_price,base_coin,quote_coin,contract_type,tick_size,qty_step,min_notional,latest_snapshot_ts,source_uri
YALAUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-08-08 09:41:35+02,2026-02-07 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-08 09:41:35+02,2026-02-07 10:00:00+01,183.054,,,YALA,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
YZYUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-08-21 06:18:05+02,2026-04-30 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-21 06:18:05+02,2026-04-30 11:00:00+02,252.196,,,YZY,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ZENTUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-12-23 09:20:35+01,2025-12-26 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-23 09:20:35+01,2025-12-26 10:00:00+01,368.027,,,ZENT,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ZEUSUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-04-08 08:50:11+02,2026-02-06 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-02-06 10:00:00+01,432.474,,,ZEUS,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ZKJUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-06-17 10:04:08+02,2025-06-18 17:30:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-06-18 17:30:00+02,199.744,,,ZKJ,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ZRCUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-11-25 11:11:29+01,2025-11-21 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-21 10:00:00+01,355.474,,,ZRC,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
HYPEUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2024-12-04 13:52:20+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-04 13:52:20+01,2026-05-31 22:38:06.420089+02,543.323,4.2682314e+08,69.871,HYPE,USDT,LinearPerpetual,0.001,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
XLMUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2021-08-12 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,3.2649235e+08,0.24663,XLM,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
BNBUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2021-06-29 09:18:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.8375698e+08,710.1,BNB,USDT,LinearPerpetual,0.10,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
LABUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2025-10-27 10:19:50+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-10-27 10:19:50+01,2026-05-31 22:38:06.420089+02,216.471,1.4260418e+08,8.3603,LAB,USDT,LinearPerpetual,0.00010,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ZECUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2021-11-24 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.4071074e+08,546.59,ZEC,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
WLDUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2023-07-24 09:48:40+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.1450032e+08,0.3397,WLD,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ONDOUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2024-01-22 11:29:52+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,9.475531e+07,0.3617,ONDO,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ALLOUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2025-11-14 13:32:20+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-11-14 13:32:20+01,2026-05-31 22:38:06.420089+02,198.337,8.1554896e+07,0.27895,ALLO,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
PORTALUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2024-03-01 04:40:58+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,7.849301e+07,0.018151,PORTAL,USDT,LinearPerpetual,0.000001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ASTERUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2025-09-19 09:46:33+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-19 09:46:33+02,2026-05-31 22:38:06.420089+02,254.536,7.095989e+07,0.7188,ASTER,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
HUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2025-06-25 11:50:35+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-06-25 11:50:35+02,2026-05-31 22:38:06.420089+02,340.450,6.6127704e+07,0.38315,H,USDT,LinearPerpetual,0.000010,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
HBARUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2021-10-25 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,5.7129204e+07,0.09779,HBAR,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
STGUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2022-08-26 07:57:39+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,5.4667664e+07,0.39314,STG,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
IDUSDT,scanner_24h_dynamic,f,t,Trading,f,f,Trading,2023-03-24 07:29:48+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,5.2070128e+07,0.04063,ID,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
MYXUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-08-05 11:28:02+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-05 11:28:02+02,2026-05-31 22:38:06.420089+02,299.465,1.22795456e+08,0.2861,MYX,USDT,LinearPerpetual,0.00010,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
GUNUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-03-31 15:12:09+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-03-31 15:12:09+02,2026-05-31 22:38:06.420089+02,426.310,1.17412136e+08,0.021059,GUN,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
PUMPFUNUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-07-10 05:45:32+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-07-10 05:45:32+02,2026-05-31 22:38:06.420089+02,325.703,8.847327e+07,0.0016983,PUMPFUN,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
XAUTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-04-03 13:05:59+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-03 13:05:59+02,2026-05-31 22:38:06.420089+02,423.397,8.2492936e+07,4523,XAUT,USDT,LinearPerpetual,0.10,0.001,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
NAORISUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-07-31 14:14:10+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-07-31 14:14:10+02,2026-05-31 22:38:06.420089+02,304.350,7.13396e+07,0.134584,NAORIS,USDT,LinearPerpetual,0.000010,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
DRIFTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-05-21 11:32:48+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,7.108799e+07,0.03342,DRIFT,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
PRLUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-03-27 05:50:57+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-03-27 05:50:57+01,2026-05-31 22:38:06.420089+02,65.658,6.5293752e+07,0.3174,PRL,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
APRUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-10-23 14:17:47+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-10-23 14:17:47+02,2026-05-31 22:38:06.420089+02,220.347,6.247722e+07,0.22777,APR,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
BLESSUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-09-24 12:05:05+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-24 12:05:05+02,2026-05-31 22:38:06.420089+02,249.440,6.0139884e+07,0.01098,BLESS,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
KATUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-03-02 08:17:17+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-03-02 08:17:17+01,2026-05-31 22:38:06.420089+02,90.556,5.9890128e+07,0.0127,KAT,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
