symbol,recommended_tier,in_core25_pinned,in_scanner_24h,latest_status,seen_delisted,latest_is_delisted_at_asof,statuses,listed_at,delisted_at,first_seen_ts,last_seen_ts,alive_from,alive_to,alive_days_in_18mo_window,turnover_24h,last_price,base_coin,quote_coin,contract_type,tick_size,qty_step,min_notional,latest_snapshot_ts,source_uri
BIOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-12-24 10:54:54+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-24 10:54:54+01,2026-05-31 22:38:06.420089+02,523.447,4.81441e+07,0.053,BIO,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SAHARAUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-06-20 13:11:33+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-06-20 13:11:33+02,2026-05-31 22:38:06.420089+02,345.393,4.80042e+07,0.037418,SAHARA,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
TSTBSCUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-02-09 11:28:14+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-02-09 11:28:14+01,2026-05-31 22:38:06.420089+02,476.424,4.766514e+07,0.020742,TSTBSC,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SAGAUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-04-09 13:29:14+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,4.7467412e+07,0.02872,SAGA,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
BABYUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-04-03 11:34:35+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-03 11:34:35+02,2026-05-31 22:38:06.420089+02,423.461,4.6810996e+07,0.020087,BABY,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ORDIUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-05-22 09:10:10+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,4.6646368e+07,5.272,ORDI,USDT,LinearPerpetual,0.001,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
MEGAUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-10-23 13:48:17+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-10-23 13:48:17+02,2026-05-31 22:38:06.420089+02,220.368,4.6457552e+07,0.1506,MEGA,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
IOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-06-11 15:49:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,4.6185424e+07,0.15888,IO,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SOLAYERUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-02-11 15:12:56+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-02-11 15:12:56+01,2026-05-31 22:38:06.420089+02,474.267,4.6172824e+07,0.11913,SOLAYER,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ENAUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-04-02 11:42:46+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,4.5097036e+07,0.10202,ENA,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
BLURUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-02-15 03:33:07+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,4.457712e+07,0.031966,BLUR,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
MOVRUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-11-23 07:09:22+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,4.4460616e+07,2.2456,MOVR,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
METUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-10-10 11:54:06+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-10-10 11:54:06+02,2026-05-31 22:38:06.420089+02,233.447,4.2186476e+07,0.17775,MET,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
HYPERUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-04-22 14:07:07+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-22 14:07:07+02,2026-05-31 22:38:06.420089+02,404.355,4.2084596e+07,0.12255,HYPER,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ZROUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-06-20 15:54:06+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,3.7121608e+07,1.6182,ZRO,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000BONKUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-01-06 03:10:39+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,9.240438e+06,0.006147,1000BONK,USDT,LinearPerpetual,0.0000010,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
10000NEXUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-05-21 09:57:22+02,,2026-05-21 10:20:01.822677+02,2026-05-31 22:20:01.363662+02,2026-05-21 09:57:22+02,2026-05-31 22:38:06.420089+02,10.528,3.0495862e+06,0.06052,10000NEX,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000000MOGUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-05-16 17:43:33+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,975878.75,0.14385,1000000MOG,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
0GUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-09-18 08:08:56+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-18 08:08:56+02,2026-05-31 22:38:06.420089+02,255.604,885037.6,0.4953,0G,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000000BABYDOGEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-06-11 13:34:12+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,284646,0.0004054,1000000BABYDOGE,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000BTTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-02-25 07:08:18+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,99797.06,0.000324,1000BTT,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
10000SATSUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-11-16 10:41:35+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,90912.4,0.0001347,10000SATS,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000CATUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-09-12 13:35:05+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,1000CAT,USDT,LinearPerpetual,0.0000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000FLOKIUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-02-24 09:56:26+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,1000FLOKI,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000LUNCUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-09-09 02:00:01+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,1000LUNC,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000NEIROCTOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-09-16 11:47:04+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,1000NEIROCTO,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000RATSUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-11-22 07:14:14+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,1000RATS,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000TAGUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-07-28 10:37:38+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-07-28 10:37:38+02,2026-05-31 22:38:06.420089+02,307.500,,,1000TAG,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000TOSHIUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-12-05 10:22:42+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-05 10:22:42+01,2026-05-31 22:38:06.420089+02,542.469,,,1000TOSHI,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000TURBOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-02-29 12:12:19+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,1000TURBO,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000XECUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-04-13 05:20:36+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,1000XEC,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1INCHUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-12-06 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,1INCH,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
2ZUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-10-02 15:38:07+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-10-02 15:38:07+02,2026-05-31 22:38:06.420089+02,241.292,,,2Z,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
4USDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-10-08 14:25:26+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-10-08 14:25:26+02,2026-05-31 22:38:06.420089+02,235.342,,,4,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AAPLUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-04-28 10:21:50+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-04-28 10:21:50+02,2026-05-31 22:38:06.420089+02,33.511,,,AAPL,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ACEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-12-18 07:49:35+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ACE,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ACHUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-04-08 10:07:37+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ACH,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ACTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-11-11 09:14:12+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ACT,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ACUUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-01-23 08:44:38+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-01-23 08:44:38+01,2026-05-31 22:38:06.420089+02,128.537,,,ACU,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ACXUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-12-06 10:55:41+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-06 10:55:41+01,2026-05-31 22:38:06.420089+02,541.446,,,ACX,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AERGOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-11-16 11:07:26+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,AERGO,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AEROUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-07-15 11:05:08+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,AERO,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AEVOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-03-13 11:50:14+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,AEVO,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AGIUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-11-17 09:27:44+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,AGI,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AGLDUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-04-22 08:25:21+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,AGLD,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AIOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-08-13 15:11:39+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-13 15:11:39+02,2026-05-31 22:38:06.420089+02,291.310,,,AIO,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AIOZUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-06-13 10:16:01+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,AIOZ,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AIXBTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-12-20 09:38:27+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-20 09:38:27+01,2026-05-31 22:38:06.420089+02,527.500,,,AIXBT,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AKEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-09-26 15:12:42+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-26 15:12:42+02,2026-05-31 22:38:06.420089+02,247.309,,,AKE,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AKTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-06-26 10:56:10+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,AKT,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ALCHUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-01-07 08:32:11+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-01-07 08:32:11+01,2026-05-31 22:38:06.420089+02,509.546,,,ALCH,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ALGOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-09-23 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ALGO,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ALICEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-10-25 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ALICE,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ALPINEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-08-14 11:45:23+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-14 11:45:23+02,2026-05-31 22:38:06.420089+02,290.453,,,ALPINE,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ALTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-01-25 12:17:39+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ALT,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AMDSTOCKUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-05-28 10:32:53+02,,2026-05-28 12:20:01.871272+02,2026-05-31 22:20:01.363662+02,2026-05-28 10:32:53+02,2026-05-31 22:38:06.420089+02,3.504,,,AMDSTOCK,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AMZNUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-04-28 10:06:27+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-04-28 10:06:27+02,2026-05-31 22:38:06.420089+02,33.522,,,AMZN,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ANIMEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-01-23 15:20:24+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-01-23 15:20:24+01,2026-05-31 22:38:06.420089+02,493.262,,,ANIME,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ANKRUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-11-24 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ANKR,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
APEXUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-09-28 10:18:13+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-28 10:18:13+02,2026-05-31 22:38:06.420089+02,245.514,,,APEX,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ARCUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-01-03 09:16:18+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-01-03 09:16:18+01,2026-05-31 22:38:06.420089+02,513.515,,,ARC,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ARKMUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-07-28 03:41:11+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ARKM,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ARKUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-08-01 07:55:17+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ARK,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ARMUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-05-13 10:07:07+02,,2026-05-13 11:20:01.125821+02,2026-05-31 22:20:01.363662+02,2026-05-13 10:07:07+02,2026-05-31 22:38:06.420089+02,18.522,,,ARM,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ARPAUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-04-19 14:01:43+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ARPA,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ARUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-12-20 06:39:22+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,AR,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
